,distance counterfactual target instance lev,dataset,model,vectorizer,method
118,14,spam,Neural Network,_TfidfVectorizer,CounterfactualGAN
119,26,spam,Neural Network,_TfidfVectorizer,CounterfactualGAN
120,19,spam,Neural Network,_TfidfVectorizer,CounterfactualGAN
121,27,spam,Neural Network,_TfidfVectorizer,CounterfactualGAN
122,10,spam,Neural Network,_TfidfVectorizer,CounterfactualGAN
123,7,spam,Neural Network,_TfidfVectorizer,CounterfactualGAN
124,14,spam,Neural Network,_TfidfVectorizer,CounterfactualGAN
125,21,spam,Neural Network,_TfidfVectorizer,CounterfactualGAN
0,16,spam,Random Forest,,SEDC
1,16,spam,Random Forest,,SEDC
2,23,spam,Random Forest,,SEDC
3,7,spam,Random Forest,,SEDC
4,9,spam,Random Forest,,SEDC
5,8,spam,Random Forest,,SEDC
6,17,spam,Random Forest,,SEDC
7,22,spam,Random Forest,,SEDC
8,31,spam,Random Forest,,SEDC
9,10,spam,Random Forest,,SEDC
10,11,spam,Random Forest,,SEDC
11,10,spam,Random Forest,,SEDC
12,15,spam,Random Forest,,SEDC
13,15,spam,Random Forest,,SEDC
14,11,spam,Random Forest,,SEDC
15,13,spam,Random Forest,,SEDC
16,23,spam,Random Forest,,SEDC
17,19,spam,Random Forest,,SEDC
18,14,spam,Random Forest,,SEDC
19,16,spam,Random Forest,,SEDC
20,22,spam,Random Forest,,SEDC
21,12,spam,Random Forest,,SEDC
22,18,spam,Random Forest,,SEDC
23,19,spam,Random Forest,,SEDC
24,12,spam,Random Forest,,SEDC
25,18,spam,Random Forest,,SEDC
26,10,spam,Random Forest,,SEDC
27,17,spam,Random Forest,,SEDC
28,18,spam,Random Forest,,SEDC
29,11,spam,Random Forest,,SEDC
30,17,spam,Random Forest,,SEDC
31,26,spam,Random Forest,,SEDC
32,9,spam,Random Forest,,SEDC
33,23,spam,Random Forest,,SEDC
34,16,spam,Random Forest,,SEDC
35,11,spam,Random Forest,,SEDC
36,3,spam,Random Forest,,SEDC
37,8,spam,Random Forest,,SEDC
38,15,spam,Random Forest,,SEDC
39,3,spam,Random Forest,,SEDC
40,13,spam,Random Forest,,SEDC
41,26,spam,Random Forest,,SEDC
42,22,spam,Random Forest,,SEDC
43,14,spam,Random Forest,,SEDC
44,14,spam,Random Forest,,SEDC
45,25,spam,Random Forest,,SEDC
46,22,spam,Random Forest,,SEDC
47,25,spam,Random Forest,,SEDC
48,13,spam,Random Forest,,SEDC
49,8,spam,Random Forest,,SEDC
50,12,spam,Random Forest,,SEDC
51,11,spam,Random Forest,,SEDC
52,12,spam,Random Forest,,SEDC
53,27,spam,Random Forest,,SEDC
54,13,spam,Random Forest,,SEDC
55,18,spam,Random Forest,,SEDC
56,19,spam,Random Forest,,SEDC
57,16,spam,Random Forest,,SEDC
58,17,spam,Random Forest,,SEDC
59,22,spam,Random Forest,,SEDC
60,20,spam,Random Forest,,SEDC
61,10,spam,Random Forest,,SEDC
62,16,spam,Random Forest,,SEDC
63,22,spam,Random Forest,,SEDC
64,25,spam,Random Forest,,SEDC
65,22,spam,Random Forest,,SEDC
66,18,spam,Random Forest,,SEDC
67,22,spam,Random Forest,,SEDC
68,11,spam,Random Forest,,SEDC
69,18,spam,Random Forest,,SEDC
70,14,spam,Random Forest,,SEDC
71,13,spam,Random Forest,,SEDC
72,17,spam,Random Forest,,SEDC
73,12,spam,Random Forest,,SEDC
74,7,spam,Random Forest,,SEDC
75,12,spam,Random Forest,,SEDC
76,10,spam,Random Forest,,SEDC
77,5,spam,Random Forest,,SEDC
78,23,spam,Random Forest,,SEDC
79,19,spam,Random Forest,,SEDC
80,15,spam,Random Forest,,SEDC
81,22,spam,Random Forest,,SEDC
82,18,spam,Random Forest,,SEDC
83,17,spam,Random Forest,,SEDC
84,10,spam,Random Forest,,SEDC
85,11,spam,Random Forest,,SEDC
86,13,spam,Random Forest,,SEDC
87,16,spam,Random Forest,,SEDC
88,14,spam,Random Forest,,SEDC
89,14,spam,Random Forest,,SEDC
90,24,spam,Random Forest,,SEDC
91,27,spam,Random Forest,,SEDC
92,7,spam,Random Forest,,SEDC
93,10,spam,Random Forest,,SEDC
94,15,spam,Random Forest,,SEDC
95,23,spam,Random Forest,,SEDC
96,8,spam,Random Forest,,SEDC
97,9,spam,Random Forest,,SEDC
98,16,spam,Random Forest,,SEDC
99,10,spam,Random Forest,,SEDC
0,17,spam,Random Forest,,Growing Net
1,22,spam,Random Forest,,Growing Net
2,13,spam,Random Forest,,Growing Net
3,7,spam,Random Forest,,Growing Net
4,15,spam,Random Forest,,Growing Net
5,10,spam,Random Forest,,Growing Net
6,11,spam,Random Forest,,Growing Net
7,9,spam,Random Forest,,Growing Net
8,15,spam,Random Forest,,Growing Net
9,10,spam,Random Forest,,Growing Net
10,20,spam,Random Forest,,Growing Net
11,14,spam,Random Forest,,Growing Net
12,11,spam,Random Forest,,Growing Net
13,18,spam,Random Forest,,Growing Net
14,17,spam,Random Forest,,Growing Net
15,17,spam,Random Forest,,Growing Net
16,16,spam,Random Forest,,Growing Net
17,16,spam,Random Forest,,Growing Net
18,16,spam,Random Forest,,Growing Net
19,9,spam,Random Forest,,Growing Net
20,3,spam,Random Forest,,Growing Net
21,8,spam,Random Forest,,Growing Net
22,11,spam,Random Forest,,Growing Net
23,2,spam,Random Forest,,Growing Net
24,10,spam,Random Forest,,Growing Net
25,15,spam,Random Forest,,Growing Net
26,19,spam,Random Forest,,Growing Net
27,15,spam,Random Forest,,Growing Net
28,7,spam,Random Forest,,Growing Net
29,9,spam,Random Forest,,Growing Net
30,11,spam,Random Forest,,Growing Net
31,12,spam,Random Forest,,Growing Net
32,13,spam,Random Forest,,Growing Net
33,19,spam,Random Forest,,Growing Net
34,18,spam,Random Forest,,Growing Net
35,20,spam,Random Forest,,Growing Net
36,8,spam,Random Forest,,Growing Net
37,19,spam,Random Forest,,Growing Net
38,23,spam,Random Forest,,Growing Net
39,20,spam,Random Forest,,Growing Net
40,8,spam,Random Forest,,Growing Net
41,13,spam,Random Forest,,Growing Net
42,13,spam,Random Forest,,Growing Net
43,10,spam,Random Forest,,Growing Net
44,15,spam,Random Forest,,Growing Net
45,22,spam,Random Forest,,Growing Net
46,9,spam,Random Forest,,Growing Net
47,4,spam,Random Forest,,Growing Net
48,23,spam,Random Forest,,Growing Net
49,13,spam,Random Forest,,Growing Net
50,18,spam,Random Forest,,Growing Net
51,18,spam,Random Forest,,Growing Net
52,9,spam,Random Forest,,Growing Net
53,11,spam,Random Forest,,Growing Net
54,12,spam,Random Forest,,Growing Net
55,17,spam,Random Forest,,Growing Net
56,12,spam,Random Forest,,Growing Net
57,12,spam,Random Forest,,Growing Net
58,14,spam,Random Forest,,Growing Net
59,25,spam,Random Forest,,Growing Net
60,23,spam,Random Forest,,Growing Net
61,8,spam,Random Forest,,Growing Net
62,13,spam,Random Forest,,Growing Net
63,10,spam,Random Forest,,Growing Net
64,16,spam,Random Forest,,Growing Net
65,7,spam,Random Forest,,Growing Net
66,13,spam,Random Forest,,Growing Net
67,16,spam,Random Forest,,Growing Net
68,15,spam,Random Forest,,Growing Net
69,22,spam,Random Forest,,Growing Net
70,15,spam,Random Forest,,Growing Net
71,12,spam,Random Forest,,Growing Net
72,9,spam,Random Forest,,Growing Net
73,15,spam,Random Forest,,Growing Net
74,21,spam,Random Forest,,Growing Net
75,20,spam,Random Forest,,Growing Net
76,15,spam,Random Forest,,Growing Net
77,13,spam,Random Forest,,Growing Net
78,17,spam,Random Forest,,Growing Net
79,20,spam,Random Forest,,Growing Net
80,22,spam,Random Forest,,Growing Net
81,20,spam,Random Forest,,Growing Net
82,10,spam,Random Forest,,Growing Net
83,15,spam,Random Forest,,Growing Net
84,20,spam,Random Forest,,Growing Net
85,18,spam,Random Forest,,Growing Net
86,9,spam,Random Forest,,Growing Net
87,8,spam,Random Forest,,Growing Net
88,15,spam,Random Forest,,Growing Net
89,19,spam,Random Forest,,Growing Net
90,11,spam,Random Forest,,Growing Net
91,7,spam,Random Forest,,Growing Net
92,14,spam,Random Forest,,Growing Net
93,1,spam,Random Forest,,Growing Net
94,10,spam,Random Forest,,Growing Net
95,13,spam,Random Forest,,Growing Net
96,14,spam,Random Forest,,Growing Net
97,16,spam,Random Forest,,Growing Net
98,7,spam,Random Forest,,Growing Net
99,16,spam,Random Forest,,Growing Net
0,24,spam,Random Forest,,Growing Language
1,16,spam,Random Forest,,Growing Language
2,23,spam,Random Forest,,Growing Language
3,8,spam,Random Forest,,Growing Language
4,7,spam,Random Forest,,Growing Language
5,19,spam,Random Forest,,Growing Language
6,20,spam,Random Forest,,Growing Language
7,33,spam,Random Forest,,Growing Language
8,11,spam,Random Forest,,Growing Language
9,11,spam,Random Forest,,Growing Language
10,10,spam,Random Forest,,Growing Language
11,45,spam,Random Forest,,Growing Language
12,14,spam,Random Forest,,Growing Language
13,17,spam,Random Forest,,Growing Language
14,12,spam,Random Forest,,Growing Language
15,11,spam,Random Forest,,Growing Language
16,24,spam,Random Forest,,Growing Language
17,17,spam,Random Forest,,Growing Language
18,12,spam,Random Forest,,Growing Language
19,13,spam,Random Forest,,Growing Language
20,27,spam,Random Forest,,Growing Language
21,13,spam,Random Forest,,Growing Language
22,18,spam,Random Forest,,Growing Language
23,14,spam,Random Forest,,Growing Language
24,16,spam,Random Forest,,Growing Language
25,18,spam,Random Forest,,Growing Language
26,16,spam,Random Forest,,Growing Language
27,13,spam,Random Forest,,Growing Language
28,16,spam,Random Forest,,Growing Language
29,29,spam,Random Forest,,Growing Language
30,27,spam,Random Forest,,Growing Language
31,19,spam,Random Forest,,Growing Language
32,11,spam,Random Forest,,Growing Language
33,3,spam,Random Forest,,Growing Language
34,10,spam,Random Forest,,Growing Language
35,13,spam,Random Forest,,Growing Language
36,2,spam,Random Forest,,Growing Language
37,14,spam,Random Forest,,Growing Language
38,25,spam,Random Forest,,Growing Language
39,29,spam,Random Forest,,Growing Language
40,14,spam,Random Forest,,Growing Language
41,27,spam,Random Forest,,Growing Language
42,22,spam,Random Forest,,Growing Language
43,13,spam,Random Forest,,Growing Language
44,7,spam,Random Forest,,Growing Language
45,10,spam,Random Forest,,Growing Language
46,13,spam,Random Forest,,Growing Language
47,13,spam,Random Forest,,Growing Language
48,26,spam,Random Forest,,Growing Language
49,14,spam,Random Forest,,Growing Language
50,16,spam,Random Forest,,Growing Language
51,22,spam,Random Forest,,Growing Language
52,20,spam,Random Forest,,Growing Language
53,24,spam,Random Forest,,Growing Language
54,18,spam,Random Forest,,Growing Language
55,21,spam,Random Forest,,Growing Language
56,10,spam,Random Forest,,Growing Language
57,22,spam,Random Forest,,Growing Language
58,24,spam,Random Forest,,Growing Language
59,22,spam,Random Forest,,Growing Language
60,17,spam,Random Forest,,Growing Language
61,19,spam,Random Forest,,Growing Language
62,21,spam,Random Forest,,Growing Language
63,10,spam,Random Forest,,Growing Language
64,42,spam,Random Forest,,Growing Language
65,14,spam,Random Forest,,Growing Language
66,13,spam,Random Forest,,Growing Language
67,13,spam,Random Forest,,Growing Language
68,16,spam,Random Forest,,Growing Language
69,17,spam,Random Forest,,Growing Language
70,11,spam,Random Forest,,Growing Language
71,4,spam,Random Forest,,Growing Language
72,23,spam,Random Forest,,Growing Language
73,28,spam,Random Forest,,Growing Language
74,13,spam,Random Forest,,Growing Language
75,25,spam,Random Forest,,Growing Language
76,22,spam,Random Forest,,Growing Language
77,20,spam,Random Forest,,Growing Language
78,18,spam,Random Forest,,Growing Language
79,10,spam,Random Forest,,Growing Language
80,9,spam,Random Forest,,Growing Language
81,14,spam,Random Forest,,Growing Language
82,18,spam,Random Forest,,Growing Language
83,13,spam,Random Forest,,Growing Language
84,13,spam,Random Forest,,Growing Language
85,21,spam,Random Forest,,Growing Language
86,24,spam,Random Forest,,Growing Language
87,12,spam,Random Forest,,Growing Language
88,13,spam,Random Forest,,Growing Language
89,22,spam,Random Forest,,Growing Language
90,23,spam,Random Forest,,Growing Language
91,7,spam,Random Forest,,Growing Language
92,17,spam,Random Forest,,Growing Language
93,9,spam,Random Forest,,Growing Language
94,16,spam,Random Forest,,Growing Language
95,6,spam,Random Forest,,Growing Language
96,10,spam,Random Forest,,Growing Language
97,14,spam,Random Forest,,Growing Language
98,15,spam,Random Forest,,Growing Language
99,26,spam,Random Forest,,Growing Language
0,25,spam,Random Forest,,Polyjuice
1,30,spam,Random Forest,,Polyjuice
2,20,spam,Random Forest,,Polyjuice
3,29,spam,Random Forest,,Polyjuice
4,25,spam,Random Forest,,Polyjuice
5,27,spam,Random Forest,,Polyjuice
6,24,spam,Random Forest,,Polyjuice
7,16,spam,Random Forest,,Polyjuice
8,29,spam,Random Forest,,Polyjuice
9,40,spam,Random Forest,,Polyjuice
10,32,spam,Random Forest,,Polyjuice
11,19,spam,Random Forest,,Polyjuice
12,15,spam,Random Forest,,Polyjuice
13,29,spam,Random Forest,,Polyjuice
14,19,spam,Random Forest,,Polyjuice
15,15,spam,Random Forest,,Polyjuice
16,23,spam,Random Forest,,Polyjuice
17,12,spam,Random Forest,,Polyjuice
18,8,spam,Random Forest,,Polyjuice
19,27,spam,Random Forest,,Polyjuice
20,22,spam,Random Forest,,Polyjuice
21,28,spam,Random Forest,,Polyjuice
22,25,spam,Random Forest,,Polyjuice
23,25,spam,Random Forest,,Polyjuice
24,18,spam,Random Forest,,Polyjuice
25,22,spam,Random Forest,,Polyjuice
26,24,spam,Random Forest,,Polyjuice
27,20,spam,Random Forest,,Polyjuice
28,24,spam,Random Forest,,Polyjuice
29,18,spam,Random Forest,,Polyjuice
30,27,spam,Random Forest,,Polyjuice
31,14,spam,Random Forest,,Polyjuice
32,16,spam,Random Forest,,Polyjuice
33,27,spam,Random Forest,,Polyjuice
34,19,spam,Random Forest,,Polyjuice
35,29,spam,Random Forest,,Polyjuice
36,18,spam,Random Forest,,Polyjuice
37,9,spam,Random Forest,,Polyjuice
38,19,spam,Random Forest,,Polyjuice
39,24,spam,Random Forest,,Polyjuice
40,23,spam,Random Forest,,Polyjuice
41,27,spam,Random Forest,,Polyjuice
42,25,spam,Random Forest,,Polyjuice
43,24,spam,Random Forest,,Polyjuice
44,26,spam,Random Forest,,Polyjuice
45,22,spam,Random Forest,,Polyjuice
46,38,spam,Random Forest,,Polyjuice
47,9,spam,Random Forest,,Polyjuice
48,14,spam,Random Forest,,Polyjuice
49,14,spam,Random Forest,,Polyjuice
50,22,spam,Random Forest,,Polyjuice
51,29,spam,Random Forest,,Polyjuice
52,20,spam,Random Forest,,Polyjuice
53,23,spam,Random Forest,,Polyjuice
54,24,spam,Random Forest,,Polyjuice
55,28,spam,Random Forest,,Polyjuice
56,21,spam,Random Forest,,Polyjuice
57,13,spam,Random Forest,,Polyjuice
58,18,spam,Random Forest,,Polyjuice
59,30,spam,Random Forest,,Polyjuice
60,19,spam,Random Forest,,Polyjuice
61,23,spam,Random Forest,,Polyjuice
62,22,spam,Random Forest,,Polyjuice
63,28,spam,Random Forest,,Polyjuice
64,23,spam,Random Forest,,Polyjuice
65,8,spam,Random Forest,,Polyjuice
66,19,spam,Random Forest,,Polyjuice
67,23,spam,Random Forest,,Polyjuice
68,21,spam,Random Forest,,Polyjuice
69,11,spam,Random Forest,,Polyjuice
70,21,spam,Random Forest,,Polyjuice
71,22,spam,Random Forest,,Polyjuice
72,24,spam,Random Forest,,Polyjuice
73,28,spam,Random Forest,,Polyjuice
74,16,spam,Random Forest,,Polyjuice
75,17,spam,Random Forest,,Polyjuice
76,32,spam,Random Forest,,Polyjuice
77,21,spam,Random Forest,,Polyjuice
78,26,spam,Random Forest,,Polyjuice
79,22,spam,Random Forest,,Polyjuice
80,23,spam,Random Forest,,Polyjuice
81,25,spam,Random Forest,,Polyjuice
82,15,spam,Random Forest,,Polyjuice
83,31,spam,Random Forest,,Polyjuice
84,25,spam,Random Forest,,Polyjuice
85,23,spam,Random Forest,,Polyjuice
86,28,spam,Random Forest,,Polyjuice
87,20,spam,Random Forest,,Polyjuice
88,6,spam,Random Forest,,Polyjuice
89,26,spam,Random Forest,,Polyjuice
90,22,spam,Random Forest,,Polyjuice
91,12,spam,Random Forest,,Polyjuice
92,16,spam,Random Forest,,Polyjuice
93,6,spam,Random Forest,,Polyjuice
94,13,spam,Random Forest,,Polyjuice
95,23,spam,Random Forest,,Polyjuice
96,12,spam,Random Forest,,Polyjuice
97,24,spam,Random Forest,,Polyjuice
98,24,spam,Random Forest,,Polyjuice
0,19,spam,Random Forest,,xSPELLS
1,20,spam,Random Forest,,xSPELLS
2,23,spam,Random Forest,,xSPELLS
3,24,spam,Random Forest,,xSPELLS
4,34,spam,Random Forest,,xSPELLS
5,20,spam,Random Forest,,xSPELLS
6,25,spam,Random Forest,,xSPELLS
7,25,spam,Random Forest,,xSPELLS
8,19,spam,Random Forest,,xSPELLS
9,27,spam,Random Forest,,xSPELLS
10,29,spam,Random Forest,,xSPELLS
11,20,spam,Random Forest,,xSPELLS
12,19,spam,Random Forest,,xSPELLS
13,25,spam,Random Forest,,xSPELLS
14,28,spam,Random Forest,,xSPELLS
15,15,spam,Random Forest,,xSPELLS
16,20,spam,Random Forest,,xSPELLS
17,19,spam,Random Forest,,xSPELLS
18,20,spam,Random Forest,,xSPELLS
19,14,spam,Random Forest,,xSPELLS
20,23,spam,Random Forest,,xSPELLS
21,23,spam,Random Forest,,xSPELLS
22,24,spam,Random Forest,,xSPELLS
23,22,spam,Random Forest,,xSPELLS
24,20,spam,Random Forest,,xSPELLS
25,32,spam,Random Forest,,xSPELLS
26,26,spam,Random Forest,,xSPELLS
27,21,spam,Random Forest,,xSPELLS
28,28,spam,Random Forest,,xSPELLS
29,29,spam,Random Forest,,xSPELLS
30,21,spam,Random Forest,,xSPELLS
31,26,spam,Random Forest,,xSPELLS
32,14,spam,Random Forest,,xSPELLS
33,16,spam,Random Forest,,xSPELLS
34,21,spam,Random Forest,,xSPELLS
35,19,spam,Random Forest,,xSPELLS
36,22,spam,Random Forest,,xSPELLS
37,28,spam,Random Forest,,xSPELLS
38,27,spam,Random Forest,,xSPELLS
39,19,spam,Random Forest,,xSPELLS
40,26,spam,Random Forest,,xSPELLS
41,25,spam,Random Forest,,xSPELLS
42,14,spam,Random Forest,,xSPELLS
43,18,spam,Random Forest,,xSPELLS
44,21,spam,Random Forest,,xSPELLS
45,29,spam,Random Forest,,xSPELLS
46,19,spam,Random Forest,,xSPELLS
47,19,spam,Random Forest,,xSPELLS
48,20,spam,Random Forest,,xSPELLS
49,27,spam,Random Forest,,xSPELLS
50,25,spam,Random Forest,,xSPELLS
51,30,spam,Random Forest,,xSPELLS
52,18,spam,Random Forest,,xSPELLS
53,24,spam,Random Forest,,xSPELLS
54,23,spam,Random Forest,,xSPELLS
55,29,spam,Random Forest,,xSPELLS
56,21,spam,Random Forest,,xSPELLS
57,27,spam,Random Forest,,xSPELLS
58,59,spam,Random Forest,,xSPELLS
59,22,spam,Random Forest,,xSPELLS
60,21,spam,Random Forest,,xSPELLS
61,20,spam,Random Forest,,xSPELLS
62,16,spam,Random Forest,,xSPELLS
63,24,spam,Random Forest,,xSPELLS
64,20,spam,Random Forest,,xSPELLS
65,17,spam,Random Forest,,xSPELLS
66,25,spam,Random Forest,,xSPELLS
67,21,spam,Random Forest,,xSPELLS
68,23,spam,Random Forest,,xSPELLS
69,23,spam,Random Forest,,xSPELLS
70,22,spam,Random Forest,,xSPELLS
71,27,spam,Random Forest,,xSPELLS
72,31,spam,Random Forest,,xSPELLS
73,20,spam,Random Forest,,xSPELLS
74,22,spam,Random Forest,,xSPELLS
75,19,spam,Random Forest,,xSPELLS
76,25,spam,Random Forest,,xSPELLS
77,24,spam,Random Forest,,xSPELLS
78,12,spam,Random Forest,,xSPELLS
79,24,spam,Random Forest,,xSPELLS
80,23,spam,Random Forest,,xSPELLS
81,22,spam,Random Forest,,xSPELLS
82,12,spam,Random Forest,,xSPELLS
83,18,spam,Random Forest,,xSPELLS
84,19,spam,Random Forest,,xSPELLS
85,23,spam,Random Forest,,xSPELLS
86,25,spam,Random Forest,,xSPELLS
87,22,spam,Random Forest,,xSPELLS
88,74,spam,Random Forest,,xSPELLS
89,26,spam,Random Forest,,xSPELLS
90,30,spam,Random Forest,,xSPELLS
0,17,spam,Random Forest,,CounterfactualGAN
1,13,spam,Random Forest,,CounterfactualGAN
2,14,spam,Random Forest,,CounterfactualGAN
3,18,spam,Random Forest,,CounterfactualGAN
4,13,spam,Random Forest,,CounterfactualGAN
5,15,spam,Random Forest,,CounterfactualGAN
6,20,spam,Random Forest,,CounterfactualGAN
7,12,spam,Random Forest,,CounterfactualGAN
8,21,spam,Random Forest,,CounterfactualGAN
9,23,spam,Random Forest,,CounterfactualGAN
10,19,spam,Random Forest,,CounterfactualGAN
11,20,spam,Random Forest,,CounterfactualGAN
12,11,spam,Random Forest,,CounterfactualGAN
13,7,spam,Random Forest,,CounterfactualGAN
14,9,spam,Random Forest,,CounterfactualGAN
15,16,spam,Random Forest,,CounterfactualGAN
16,25,spam,Random Forest,,CounterfactualGAN
17,22,spam,Random Forest,,CounterfactualGAN
18,24,spam,Random Forest,,CounterfactualGAN
19,22,spam,Random Forest,,CounterfactualGAN
20,24,spam,Random Forest,,CounterfactualGAN
21,27,spam,Random Forest,,CounterfactualGAN
22,20,spam,Random Forest,,CounterfactualGAN
23,21,spam,Random Forest,,CounterfactualGAN
24,6,spam,Random Forest,,CounterfactualGAN
25,5,spam,Random Forest,,CounterfactualGAN
26,3,spam,Random Forest,,CounterfactualGAN
27,10,spam,Random Forest,,CounterfactualGAN
28,2,spam,Random Forest,,CounterfactualGAN
29,11,spam,Random Forest,,CounterfactualGAN
30,8,spam,Random Forest,,CounterfactualGAN
31,2,spam,Random Forest,,CounterfactualGAN
32,5,spam,Random Forest,,CounterfactualGAN
33,2,spam,Random Forest,,CounterfactualGAN
34,18,spam,Random Forest,,CounterfactualGAN
35,14,spam,Random Forest,,CounterfactualGAN
36,11,spam,Random Forest,,CounterfactualGAN
37,11,spam,Random Forest,,CounterfactualGAN
38,11,spam,Random Forest,,CounterfactualGAN
39,5,spam,Random Forest,,CounterfactualGAN
40,24,spam,Random Forest,,CounterfactualGAN
41,4,spam,Random Forest,,CounterfactualGAN
42,20,spam,Random Forest,,CounterfactualGAN
43,19,spam,Random Forest,,CounterfactualGAN
0,16,spam,Random Forest,_TfidfVectorizer,SEDC
1,19,spam,Random Forest,_TfidfVectorizer,SEDC
